cylinders,displacement,horsepower,weight,year,Kilometer_per_liter,origin_2,origin_3
2.0794415416798357,5.726847747587197,4.867534450455582,8.161660452056282,51,2.0350437258136966,0,0
2.0794415416798357,5.857933154483459,5.10594547390058,8.214194414852564,51,1.8527221690197422,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.142063283104147,51,2.0350437258136966,0,0
2.0794415416798357,5.717027701406222,5.0106352940962555,8.141189793457691,51,1.9172606901573135,0,0
2.0794415416798357,5.71042701737487,4.941642422609304,8.145839612936841,51,1.9778853119737483,0,0
2.0794415416798357,6.061456918928017,5.288267030694535,8.375860015299594,51,1.8527221690197422,0,0
2.0794415416798357,6.118097198041348,5.393627546352362,8.378850241794492,51,1.7837292975327907,0,0
2.0794415416798357,6.0867747269123065,5.3706380281276624,8.369157112588834,51,1.7837292975327907,0,0
2.0794415416798357,6.12029741895095,5.41610040220442,8.39502555744203,51,1.7837292975327907,0,0
2.0794415416798357,5.966146739123692,5.247024072160486,8.25582842728183,51,1.8527221690197422,0,0
2.0794415416798357,5.948034989180646,5.135798437050262,8.178358165605836,51,1.8527221690197422,0,0
2.0794415416798357,5.8289456176102075,5.075173815233827,8.19118600464279,51,1.7837292975327907,0,0
2.0794415416798357,5.991464547107982,5.0106352940962555,8.232440158470336,51,1.8527221690197422,0,0
2.0794415416798357,6.12029741895095,5.41610040220442,8.034631032923107,51,1.7837292975327907,0,0
1.3862943611198906,4.727387818712341,4.553876891600541,7.771488760117616,51,2.322725798265478,0,1
1.791759469228055,5.288267030694535,4.553876891600541,7.949091499830517,51,2.2357144212758477,0,0
1.791759469228055,5.293304824724492,4.574710978503383,7.928045600874777,51,2.0350437258136966,0,0
1.791759469228055,5.298317366548036,4.442651256490317,7.8582541821860294,51,2.189194405640955,0,0
1.3862943611198906,4.574710978503383,4.477336814478207,7.6638772587034705,51,2.4405088339218612,0,1
1.3862943611198906,4.574710978503383,3.828641396489095,7.51479976048867,51,2.4027685059390143,1,0
1.3862943611198906,4.700480365792417,4.465908118654584,7.890582534656536,51,2.3635477927857327,1,0
1.3862943611198906,4.672828834461906,4.499809670330265,7.795646536334594,51,2.322725798265478,1,0
1.3862943611198906,4.6443908991413725,4.553876891600541,7.772752716468742,51,2.3635477927857327,1,0
1.3862943611198906,4.795790545596741,4.727387818712341,7.711548979629146,51,2.4027685059390143,1,0
1.791759469228055,5.293304824724492,4.499809670330265,7.881559917056899,51,2.189194405640955,0,0
2.0794415416798357,5.886104031450156,5.3706380281276624,8.437067146936952,51,1.447257060911578,0,0
2.0794415416798357,5.726847747587197,5.298317366548036,8.383890344101816,51,1.447257060911578,0,0
2.0794415416798357,5.762051382780177,5.3471075307174685,8.385260520155413,51,1.5425672407159028,0,0
2.0794415416798357,5.717027701406222,5.262690188904886,8.462103225098277,51,1.3418965452537515,0,0
1.3862943611198906,4.574710978503383,4.477336814478207,7.6638772587034705,50,2.4405088339218612,0,1
1.3862943611198906,4.941642422609304,4.499809670330265,7.724888439323074,50,2.476876478092736,0,0
1.3862943611198906,4.727387818712341,4.553876891600541,7.708859601047175,50,2.3635477927857327,0,1
1.3862943611198906,4.584967478670572,4.360310116755401,7.6236419465115715,50,2.3635477927857327,0,0
1.791759469228055,5.44673737166631,4.605170185988092,7.876258882303226,50,2.089110947083973,0,0
1.791759469228055,5.41610040220442,4.653960350157523,8.142936010432265,50,1.9172606901573135,0,0
1.791759469228055,5.521460917862246,4.605170185988092,8.110427237575024,50,1.9778853119737483,0,0
1.791759469228055,5.521460917862246,4.477336814478207,8.102283624480073,50,2.089110947083973,0,0
1.791759469228055,5.44673737166631,4.605170185988092,8.098034756176071,50,2.0350437258136966,0,0
2.0794415416798357,5.857933154483459,5.10594547390058,8.344980368770571,50,1.7837292975327907,0,0
2.0794415416798357,5.991464547107982,5.1647859739235145,8.403800504061147,50,1.7837292975327907,0,0
2.0794415416798357,5.860786223465865,5.030437921392435,8.331827004436057,50,1.7837292975327907,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.317766166719343,50,1.7837292975327907,0,0
2.0794415416798357,5.948034989180646,5.19295685089021,8.508152446764088,50,1.6295786177055325,0,0
2.0794415416798357,5.991464547107982,5.135798437050262,8.465057436995709,50,1.7096213253790689,0,0
2.0794415416798357,5.991464547107982,5.1647859739235145,8.544808358449211,50,1.7096213253790689,0,0
1.791759469228055,5.552959584921617,4.700480365792417,7.993619994827744,50,2.0350437258136966,0,0
1.3862943611198906,4.941642422609304,4.276666119016055,7.786551806428712,50,2.2357144212758477,0,0
1.791759469228055,5.521460917862246,4.605170185988092,8.096208271650037,50,2.089110947083973,0,0
1.791759469228055,5.521460917862246,4.477336814478207,8.051659556841953,50,2.0350437258136966,0,0
1.3862943611198906,4.804021044733257,4.454347296253507,7.705262474866325,50,2.280166183846682,0,0
1.3862943611198906,4.7535901911063645,4.499809670330265,7.660585461703256,50,2.476876478092736,1,0
1.3862943611198906,4.3694478524670215,4.248495242049359,7.637234388789473,50,2.5458693495796876,1,0
1.3862943611198906,4.477336814478207,4.330733340286331,7.632885505395133,50,2.5458693495796876,1,0
1.3862943611198906,4.2626798770413155,4.174387269895637,7.480428306074208,50,2.5786591724026784,0,1
1.3862943611198906,4.276666119016055,4.23410650459726,7.385851078125209,50,2.7000200294069456,0,1
1.3862943611198906,4.574710978503383,4.0943445622221,7.51425465281641,50,2.4405088339218612,1,0
1.3862943611198906,4.51085950651685,4.248495242049359,7.578145472419466,50,2.4027685059390143,0,0
1.3862943611198906,4.727387818712341,4.553876891600541,7.731053144007127,49,2.322725798265478,0,1
1.3862943611198906,4.579852378003801,4.382026634673881,7.661997558901893,49,2.3635477927857327,0,0
1.3862943611198906,4.574710978503383,3.9889840465642745,7.720461694599722,49,2.280166183846682,1,0
1.3862943611198906,4.941642422609304,4.499809670330265,7.786551806428712,49,2.1404042414715234,0,0
1.3862943611198906,4.804021044733257,4.454347296253507,7.70796153183549,49,2.189194405640955,0,0
2.0794415416798357,5.857933154483459,5.10594547390058,8.360305435879093,49,1.7096213253790689,0,0
2.0794415416798357,5.991464547107982,5.1647859739235145,8.385944904806284,49,1.7837292975327907,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.327242607457793,49,1.8527221690197422,0,0
2.0794415416798357,5.860786223465865,5.030437921392435,8.32579052588609,49,1.7837292975327907,0,0
2.0794415416798357,5.717027701406222,5.0106352940962555,8.20849175174038,49,1.9778853119737483,0,0
2.0794415416798357,6.061456918928017,5.337538079701318,8.440959885416648,49,1.5425672407159028,0,0
2.0794415416798357,5.857933154483459,5.043425116919247,8.412277021466677,49,1.7096213253790689,0,0
2.0794415416798357,5.857933154483459,5.075173815233827,8.40200678160712,49,1.6295786177055325,0,0
2.0794415416798357,5.991464547107982,5.247024072160486,8.394347361417392,49,1.7096213253790689,0,0
1.0986122886681098,4.248495242049359,4.574710978503383,7.753623546559746,49,2.089110947083973,0,1
2.0794415416798357,5.717027701406222,5.0106352940962555,8.266678443305896,49,1.8527221690197422,0,0
2.0794415416798357,5.726847747587197,4.867534450455582,8.318254328798846,49,1.7096213253790689,0,0
2.0794415416798357,5.71042701737487,4.941642422609304,8.364973978438726,49,1.7096213253790689,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.313116702819253,49,1.7837292975327907,0,0
1.3862943611198906,4.795790545596741,4.718498871295094,7.983781068977451,49,2.0350437258136966,1,0
1.3862943611198906,4.795790545596741,4.330733340286331,7.828436359157585,49,2.2357144212758477,1,0
1.3862943611198906,4.787491742782046,4.465908118654584,7.999342952713282,49,2.189194405640955,1,0
1.3862943611198906,4.564348191467836,4.23410650459726,7.691200097522863,49,2.4027685059390143,1,0
1.3862943611198906,4.804021044733257,4.454347296253507,7.781138509845015,49,2.2357144212758477,0,0
1.3862943611198906,4.574710978503383,4.5217885770490405,7.7354333524996886,49,2.476876478092736,0,1
1.3862943611198906,4.787491742782046,4.574710978503383,7.826443135456014,49,2.280166183846682,0,1
1.3862943611198906,4.584967478670572,4.382026634673881,7.679713639966372,49,2.476876478092736,0,0
1.3862943611198906,4.574710978503383,4.477336814478207,7.649692623711514,49,2.4405088339218612,0,1
2.0794415416798357,5.857933154483459,5.1647859739235145,8.318742252692399,48,1.7096213253790689,0,0
2.0794415416798357,5.717027701406222,5.0106352940962555,8.20849175174038,48,1.7837292975327907,0,0
2.0794415416798357,5.857933154483459,4.976733742420574,8.291045131081729,48,1.7096213253790689,0,0
2.0794415416798357,5.71042701737487,4.919980925828125,8.304494897963567,48,1.7837292975327907,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.236685322712457,48,1.8527221690197422,0,0
2.0794415416798357,6.061456918928017,5.288267030694535,8.507546814364431,48,1.6295786177055325,0,0
2.0794415416798357,5.991464547107982,5.0106352940962555,8.403800504061147,48,1.7096213253790689,0,0
2.0794415416798357,5.860786223465865,5.062595033026967,8.38091517312361,48,1.7096213253790689,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.351610750626559,48,1.7837292975327907,0,0
2.0794415416798357,6.0867747269123065,5.3706380281276624,8.462737005620179,48,1.7096213253790689,0,0
2.0794415416798357,6.12029741895095,5.41610040220442,8.507344855361422,48,1.6295786177055325,0,0
2.0794415416798357,5.886104031450156,5.1647859739235145,8.2482674474469,48,1.7096213253790689,0,0
1.791759469228055,5.41610040220442,4.653960350157523,8.045908742270779,48,2.0350437258136966,0,0
1.791759469228055,5.521460917862246,4.605170185988092,8.094988759303774,48,1.9172606901573135,0,0
1.791759469228055,5.44673737166631,4.605170185988092,7.987864096085687,48,2.0350437258136966,0,0
1.791759469228055,5.521460917862246,4.477336814478207,8.013343181386672,48,2.0350437258136966,0,0
1.791759469228055,5.288267030694535,4.553876891600541,7.973844375944687,48,2.280166183846682,0,0
1.3862943611198906,4.574710978503383,3.828641396489095,7.575584651557793,48,2.4027685059390143,1,0
2.0794415416798357,5.991464547107982,5.0106352940962555,8.516593011344206,48,1.5425672407159028,0,0
2.0794415416798357,5.991464547107982,5.117993812416755,8.498214224818435,48,1.6295786177055325,0,0
2.0794415416798357,5.886104031450156,5.135798437050262,8.445482343862237,48,1.7096213253790689,0,0
2.0794415416798357,5.857933154483459,5.19295685089021,8.411610428841172,48,1.6295786177055325,0,0
1.791759469228055,5.44673737166631,4.605170185988092,7.933438387627489,48,2.0350437258136966,0,0
1.3862943611198906,4.574710978503383,4.477336814478207,7.731492029245684,48,2.1404042414715234,0,1
1.3862943611198906,4.941642422609304,4.276666119016055,7.783640596221253,48,2.189194405640955,0,0
1.3862943611198906,4.68213122712422,4.543294782270004,7.774435510302958,48,2.2357144212758477,0,1
1.0986122886681098,4.248495242049359,4.499809670330265,7.66105638236183,48,2.0350437258136966,0,1
1.3862943611198906,4.804021044733257,4.442651256490317,7.745002803515839,48,2.089110947083973,0,0
1.791759469228055,5.043425116919247,4.672828834461906,7.812782818577581,48,2.189194405640955,0,0
1.3862943611198906,4.584967478670572,4.499809670330265,7.725330037917135,48,2.4027685059390143,1,0
2.0794415416798357,5.857933154483459,4.976733742420574,8.31434234336979,48,1.8527221690197422,0,0
2.0794415416798357,5.991464547107982,5.438079308923196,8.361240889642351,48,1.9172606901573135,0,0
1.3862943611198906,4.219507705176107,3.8918202981106265,7.532088143541722,48,2.5119677979040063,1,0
1.3862943611198906,4.7535901911063645,4.31748811353631,7.67693714581808,48,2.322725798265478,1,0
1.3862943611198906,4.736198448394496,4.51085950651685,7.856319571406588,48,2.1404042414715234,1,0
1.3862943611198906,4.795790545596741,4.718498871295094,7.961370201719511,48,2.089110947083973,1,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.131236549696116,48,1.8527221690197422,0,0
1.3862943611198906,4.795790545596741,4.700480365792417,7.886081401775745,48,2.322725798265478,1,0
1.791759469228055,5.049856007249537,4.804021044733257,7.939871576361883,48,2.1404042414715234,0,1
2.0794415416798357,5.857933154483459,5.19295685089021,8.20631072579402,48,1.5425672407159028,0,0
1.791759469228055,5.288267030694535,4.553876891600541,8.039802343736485,47,2.1404042414715234,0,0
1.791759469228055,5.298317366548036,4.620118147423964,7.963807953231451,47,2.189194405640955,0,0
1.791759469228055,5.44673737166631,4.605170185988092,7.972810784121404,47,2.089110947083973,0,0
1.791759469228055,5.521460917862246,4.605170185988092,8.112527763478637,47,1.8527221690197422,0,0
1.3862943611198906,4.3694478524670215,4.204692619390966,7.575584651557793,47,2.5786591724026784,0,1
1.3862943611198906,4.804021044733257,4.382026634673881,7.804251383528112,47,2.4027685059390143,0,0
1.3862943611198906,4.2626798770413155,4.174387269895637,7.515344571180436,47,2.6104078707172587,0,1
1.3862943611198906,4.941642422609304,4.31748811353631,7.8407064517494,47,2.3635477927857327,0,0
1.791759469228055,5.521460917862246,4.605170185988092,8.237743803890933,47,1.9172606901573135,0,0
1.791759469228055,5.552959584921617,4.700480365792417,8.197538739721184,47,1.9172606901573135,0,0
1.791759469228055,5.41610040220442,4.653960350157523,8.19229373114764,47,2.0350437258136966,0,0
2.0794415416798357,5.71042701737487,4.941642422609304,8.328692583545568,47,1.9172606901573135,0,0
2.0794415416798357,5.857933154483459,5.0106352940962555,8.455104999102815,47,1.7096213253790689,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.402231172946555,47,1.7837292975327907,0,0
2.0794415416798357,5.71042701737487,4.941642422609304,8.442038517815478,47,1.7837292975327907,0,0
2.0794415416798357,5.717027701406222,5.0106352940962555,8.356319965828153,47,1.7837292975327907,0,0
1.3862943611198906,4.584967478670572,4.418840607796598,7.704811922932594,47,2.5119677979040063,1,0
1.3862943611198906,4.3694478524670215,4.204692619390966,7.5822291942764615,47,2.4027685059390143,1,0
1.3862943611198906,4.574710978503383,4.356708826689592,7.7406644019172415,47,2.4027685059390143,1,0
1.3862943611198906,4.330733340286331,3.9512437185814275,7.407924322559599,47,2.5786591724026784,0,1
1.3862943611198906,4.418840607796598,4.110873864173311,7.602401335665818,47,2.6104078707172587,0,1
1.3862943611198906,4.499809670330265,4.31748811353631,7.661527081358517,47,2.476876478092736,0,0
1.3862943611198906,4.499809670330265,4.31748811353631,7.653494909661253,47,2.322725798265478,1,0
1.3862943611198906,4.7535901911063645,4.31748811353631,7.716906135298388,47,2.4027685059390143,1,0
1.3862943611198906,4.787491742782046,4.574710978503383,7.819636302367592,47,2.322725798265478,0,1
1.3862943611198906,4.68213122712422,4.532599493153256,7.779466967458324,47,2.4027685059390143,0,1
1.3862943611198906,4.3694478524670215,4.204692619390966,7.600902459542082,47,2.5786591724026784,1,0
1.791759469228055,5.41610040220442,4.553876891600541,8.090708716083997,46,2.089110947083973,0,0
1.791759469228055,5.521460917862246,4.653960350157523,8.148734808937169,46,2.0350437258136966,0,0
1.791759469228055,5.521460917862246,4.276666119016055,8.140898460607852,46,1.8527221690197422,0,0
1.791759469228055,5.521460917862246,4.276666119016055,8.057694194815587,46,1.8527221690197422,0,0
2.0794415416798357,5.991464547107982,5.135798437050262,8.448485993406447,46,1.9172606901573135,0,0
2.0794415416798357,5.857933154483459,4.976733742420574,8.39840965542627,46,1.8527221690197422,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.411388132519262,46,1.9172606901573135,0,0
2.0794415416798357,5.860786223465865,4.997212273764115,8.446126742982377,46,1.7837292975327907,0,0
1.791759469228055,5.442417710521793,4.700480365792417,8.27052509505507,46,1.9778853119737483,0,0
1.791759469228055,5.521460917862246,4.653960350157523,8.26796230533871,46,1.9172606901573135,0,0
1.791759469228055,5.552959584921617,4.700480365792417,8.224163512637862,46,1.8527221690197422,0,0
1.791759469228055,5.41610040220442,4.553876891600541,8.23880116587155,46,2.0350437258136966,0,0
1.791759469228055,5.442417710521793,4.700480365792417,8.019283792916793,46,2.189194405640955,0,0
2.0794415416798357,5.568344503761097,4.700480365792417,8.0774471493312,46,2.1404042414715234,0,0
2.0794415416798357,5.71042701737487,4.859812404361672,8.06117135969092,46,1.7096213253790689,0,0
1.3862943611198906,4.574710978503383,4.31748811353631,7.682943169878292,46,2.5119677979040063,0,1
1.3862943611198906,4.941642422609304,4.418840607796598,7.878155336503324,46,2.280166183846682,0,0
1.791759469228055,5.44673737166631,4.605170185988092,7.97728198675515,46,2.1404042414715234,0,0
1.3862943611198906,4.941642422609304,4.356708826689592,7.860185057472165,46,2.280166183846682,0,0
1.3862943611198906,4.897839799950911,4.564348191467836,7.9017475185201445,46,2.322725798265478,0,1
1.3862943611198906,4.499809670330265,4.2626798770413155,7.706612913964197,46,2.3635477927857327,1,0
1.3862943611198906,4.77912349311153,4.574710978503383,7.841885928984623,46,2.322725798265478,0,1
1.791759469228055,5.14166355650266,4.574710978503383,8.001019961323651,46,2.0350437258136966,0,0
1.3862943611198906,4.499809670330265,4.248495242049359,7.5688956634069955,46,2.5119677979040063,1,0
1.791759469228055,5.44673737166631,4.499809670330265,8.074337694089515,46,2.089110947083973,0,0
1.3862943611198906,4.74493212836325,4.553876891600541,7.898782356970309,46,2.280166183846682,1,0
1.3862943611198906,4.787491742782046,4.477336814478207,7.9919305198524775,46,2.280166183846682,1,0
1.3862943611198906,4.795790545596741,4.584967478670572,7.987864096085687,46,2.2357144212758477,1,0
1.3862943611198906,4.795790545596741,4.74493212836325,7.890208213109961,46,2.3635477927857327,1,0
1.3862943611198906,4.51085950651685,3.970291913552122,7.492760300922379,46,2.6411795293840123,0,1
1.3862943611198906,4.672828834461906,4.454347296253507,7.80954132465341,45,2.476876478092736,1,0
1.3862943611198906,4.7535901911063645,4.394449154672439,7.705262474866325,45,2.3635477927857327,1,0
1.3862943611198906,4.941642422609304,4.5217885770490405,7.85243908535751,45,2.3635477927857327,0,0
1.3862943611198906,4.584967478670572,4.3694478524670215,7.720905251936779,45,2.4027685059390143,0,0
1.3862943611198906,4.61512051684126,4.418840607796598,7.697121317282625,45,2.4405088339218612,1,0
2.0794415416798357,5.720311776607412,4.941642422609304,8.346404870435956,45,2.0068728488470007,0,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.340456012916183,45,1.9172606901573135,0,0
2.0794415416798357,5.717027701406222,4.787491742782046,8.284504227258497,45,1.885511991842733,0,0
2.0794415416798357,5.860786223465865,5.0238805208462765,8.346404870435956,45,1.8188206173440609,0,0
1.791759469228055,5.41610040220442,4.605170185988092,8.081165777725433,45,2.2357144212758477,0,0
1.791759469228055,5.521460917862246,4.653960350157523,8.117610746466228,45,2.2357144212758477,0,0
1.791759469228055,5.298317366548036,4.394449154672439,8.010359588919783,45,2.322725798265478,0,0
1.791759469228055,5.44673737166631,4.499809670330265,8.034306936339489,45,2.2581872771279063,0,0
1.3862943611198906,4.442651256490317,3.9512437185814275,7.618251097876695,45,2.5119677979040063,0,0
1.3862943611198906,4.584967478670572,4.0943445622221,7.679713639966372,45,2.343345085468213,0,0
1.3862943611198906,4.499809670330265,4.248495242049359,7.5688956634069955,45,2.5119677979040063,1,0
1.3862943611198906,4.51085950651685,3.970291913552122,7.492760300922379,45,2.6411795293840123,0,1
1.791759469228055,5.41610040220442,4.605170185988092,8.202756381655638,45,2.1404042414715234,0,0
1.791759469228055,5.521460917862246,4.356708826689592,8.181440695719374,45,2.0350437258136966,0,0
1.791759469228055,5.521460917862246,4.700480365792417,8.201111644442758,45,2.0624427000018115,0,0
1.791759469228055,5.552959584921617,4.553876891600541,8.068716192714781,45,2.0068728488470007,0,0
1.3862943611198906,4.574710978503383,4.2626798770413155,7.509335266016592,45,2.5290622312633064,1,0
1.3862943611198906,4.442651256490317,4.248495242049359,7.595889917718538,45,2.6104078707172587,0,1
1.3862943611198906,4.574710978503383,4.31748811353631,7.675546002537848,45,2.476876478092736,0,1
1.3862943611198906,4.941642422609304,4.276666119016055,7.84971375760487,45,2.4218167009097087,0,0
1.3862943611198906,4.867534450455582,4.624972813284271,8.055157731819678,45,2.1404042414715234,1,0
2.0794415416798357,5.762051382780177,5.0106352940962555,8.27893600229198,45,1.7096213253790689,0,0
1.3862943611198906,4.787491742782046,4.477336814478207,8.0925452638913,45,2.089110947083973,1,0
1.791759469228055,5.049856007249537,4.68213122712422,7.982757702011113,45,2.089110947083973,0,1
